Source,Filename,Bedreiging,Categorie,Citaat
knmi,52,Verandering in de biomassa en diversiteit van de macrofauna.,Ecologisch,"Trends in biomass, density and diversity of North-Sea macrofauna"
knmi,52,Verandering in de temperatuur van het mariene ecosysteem.,Ecologisch,Temperature tracking by North Sea benthic invertebrates
knmi,52,Verandering in de abundantie van dinoflagellaten en diatomeeën.,Ecologisch,Changes in marine dinoflagellate and diatom abundance
knmi,52,Verlies van mariene hulpbronnen door klimaatverandering.,Ecologisch,Oceans and marine resources in a changing climate
knmi,52,Verandering in de distributie van mariene soorten door klimaatverandering.,Ecologisch,effect of climate change on the distribution and abundance of marine species
knmi,52,Verlies van belangrijke gebieden voor zeevogels.,Ecologisch,key areas for sensitive seabirds
knmi,52,Verandering in de visdistributie door klimaatverandering.,Ecologisch,Modelling commercial fish distributions
knmi,52,Veranderingen in de fecunditeit van Arcto-Norwegische kabeljauw door natuurlijke veranderingen in voedsel en temperatuur.,Ecologisch,Temporal variations in the fecundity of Arcto-Norwegial cod (Gadus morhua) in response to natural changes in food and temperature.
knmi,52,Invloed van temperatuur op interspecifieke interacties in mariene systemen.,Ecologisch,The influence of temperature on interspecific interactions in marine systems.
knmi,52,Veranderingen in de gemeenschapsstructuur van macrofauna in de Noordzee in relatie tot klimaatvariabiliteit.,Ecologisch,Changes in community structure (1986–2000) and causal influences.
knmi,52,Langdurige veranderingen in de diversiteit van Noordzee-zooplankton.,Ecologisch,Long-term variability in the diversity of North Sea zooplankton.
knmi,52,Effecten van klimaatverandering op mariene zoogdieren.,Ecologisch,Potential effects of climate change on marine mammals.
knmi,52,Veranderingen in de geografische distributie van enkele veelvoorkomende soorten op rotsachtige kusten in Groot-Brittannië.,Ecologisch,Changes in the range of some common rocky shore species in Britain – a response to climate change?
knmi,52,Effecten van klimaatverandering en commerciële visserij op Atlantische kabeljauw.,Ecologisch,Effects of climate change and commercial fishing on Atlantic cod Gadus morhua.
knmi,52,Veranderingen in de timing van otolith zonevorming in Noordzeekabeljauw als een vroege indicator van klimaatgerelateerde temperatuurstress.,Ecologisch,Changes in the timing of otolith zone formation in North Sea cod from otolith records.
knmi,52,Warmwaterbezetting door Noordzeekabeljauw.,Ecologisch,Warm water occupancy by North Sea cod.
knmi,52,Spatio-temporele variabiliteit van de Noordzeekabeljauwrekrutering in relatie tot temperatuur en zoöplankton.,Ecologisch,Spatio-temporal variability of the North Sea cod recruitment in relation to temperature and zooplankton.
knmi,52,Klimaatverandering beïnvloedt mariene ecosystemen.,Ecologisch,Climate change affects marine fishes through the oxygen limitation of thermal tolerance.
knmi,52,Verlies van vispopulaties door klimaatverandering.,Ecologisch,Recruitment decline in North Sea herring is accompanied by reduced larval growth rates.
knmi,52,Verandering in de distributie van mariene vissen door klimaatverandering.,Ecologisch,Climate change and distribution shifts in marine fishes.
knmi,52,Afname van de voedselbeschikbaarheid voor vis door klimaatverandering.,Ecologisch,Spawning stock and recruitment in North Sea cod shaped by food and climate.
knmi,52,Invloed van klimaatverandering op de complexe levenscycli van vissen.,Ecologisch,Impacts of climate change on the complex life cycles of fish.
knmi,52,Verandering in de dynamiek van visrekrutering door temperatuur.,Ecologisch,Temporal shifts in recruitment dynamics of North Atlantic fish stocks: effects of spawning stock and temperature.
knmi,52,Verlies van biodiversiteit in mariene ecosystemen door klimaatverandering.,Ecologisch,A globally coherent fingerprint of climate change impacts across natural systems.
knmi,52,Verandering in de voedselketen door klimaatverandering.,Ecologisch,Evaluating trophic cascades as drivers of regime shifts in different ocean ecosystems.
knmi,52,Afname van de larvale groei van vissen door veranderende omgevingsomstandigheden.,Ecologisch,Recruitment in a changing environment: the 2000s North Sea herring recruitment failure.
knmi,52,Verandering in de samenstelling van mariene gemeenschappen door klimaatverandering.,Ecologisch,"Long-term changes in the pelagos, benthos and fisheries of the North Sea."
knmi,52,Klimaatverandering beïnvloedt de populatiedynamiek van zeevogels.,Ecologisch,Climate affects seabird population dynamics both via reproduction and adult survival.
knmi,52,Veranderingen in de distributie van intergetijdenorganismen door stijgende zeetemperaturen.,Ecologisch,Recent changes in the distribution of the intertidal barnacles Chthamalus stellatus Poli and Balanus balanoides L. in the British Isles.
knmi,52,Afname van zoöplankton door klimaatverandering.,Ecologisch,Climatic warming and the decline of zooplankton in the California current.
knmi,52,Veranderingen in de seizoensgebondenheid van diatomeeën door klimaatverandering.,Ecologisch,Long-term changes in the seasonality of selected diatoms related to grazers and environmental conditions.
knmi,52,Veranderingen in de diepte van visdistributies door opwarming van de zee.,Ecologisch,Future fish distributions constrained by depth in warming seas.
knmi,52,Eutrofiëring en klimaatverandering beïnvloeden intergetijdenmacrofauna.,Ecologisch,Temporal changes in intertidal macrofauna communities over eight decades: A result of eutrophication and climate change.
knmi,52,Veranderingen in de groei van jonge platvissen door klimaatverandering.,Ecologisch,Effects of climate change on growth of 0-group sole and plaice.
knmi,52,Kritieke overgangen in ecosystemen door klimaatverandering.,Ecologisch,Critical Transitions in Nature and Society.
knmi,52,Veranderingen in de populatiedynamiek van vis door klimaatverandering.,Ecologisch,Resolving the effect of climate change on fish populations.
knmi,52,Versneld zeespiegelstijging als gevolg van klimaatverandering.,Ecologisch,the effects of climate change—principally accelerated sea-level rise
knmi,52,Veranderingen in het windklimaat door klimaatverandering.,Ecologisch,changes in the wind climate
knmi,52,Veranderingen in temperatuur door klimaatverandering.,Ecologisch,changes in temperature
knmi,52,Veranderingen in neerslag door klimaatverandering.,Ecologisch,changes in precipitation
knmi,52,Impact van klimaatverandering op de distributie van plantensoorten.,Ecologisch,the potential impacts of climate change on the distribution of plant species
knmi,52,Impact van klimaatverandering op vogels die broeden in zoutmoerassen.,Ecologisch,climate impacts on birds
knmi,52,Klimaatverandering beïnvloedt de verspreiding van plantensoorten.,Ecologisch,the potential impacts of climate change on the distribution of plant species
knmi,52,Klimaatverandering beïnvloedt vogels die broeden in zoutmoerassen.,Ecologisch,impacts on birds breeding in salt marshes
knmi,52,Erosie van zandige kusten door menselijke activiteiten.,Ecologisch,"a large proportion (20–26 %) of the North Sea sandy shores is currently experiencing erosion and, as a consequence, is heavily affected by human activities"
knmi,52,Verlies van biodiversiteit door overgroei van struiken.,Ecologisch,to combat overgrowth of coarse shrubs
knmi,52,Klimaatverandering veroorzaakt zeespiegelstijging.,Ecologisch,accelerated sea-level rise (SLR)
knmi,52,Verandering in golf- en stormklimaat door klimaatverandering.,Ecologisch,"modifications in the number, severity and location of extra-tropical storms"
knmi,52,Verandering in vegetatie door klimaatverandering.,Ecologisch,potential changes in vegetation character and distribution related to overall climatic changes
knmi,52,Menselijke exploitatie en beheer intensiveren de gevolgen van klimaatverandering.,Sociaal & Maatschappelijk,some of these direct impacts may be aggravated by adjustment and intensification of human exploitation and management practices
knmi,52,Onzekerheid in klimaatmodellen voor golfvoorspellingen.,Ecologisch,model uncertainty in the prediction of Hs is larger than the emission-induced uncertainty
knmi,52,Natuurlijke variabiliteit van wind en golfklimaat.,Ecologisch,"the wind, and hence wave climate, shows strong natural variability"
knmi,52,Afname van de jaarlijkse golfperiode.,Ecologisch,projected a 0.3–0.6 s decrease in the annual wave period T in front of the Dutch coast for the period 2071–2100
knmi,52,Verandering in golfrichting van jaarlijkse maxima.,Ecologisch,a shift in the wave direction of the annual Hs maxima from north-west to south-west
knmi,52,Kustrecessie door zeespiegelstijging.,Ecologisch,giving typical projected recession distances of 50–200 m depending on profile slope
knmi,52,Verhoogde erosie van stranden en duinen.,Ecologisch,may lead to enhanced beach and dune erosion even if wind and wave characteristics remain unaltered
knmi,52,Onzekerheid in de bruikbaarheid van het Bruun-model voor kustvoorspellingen.,Ecologisch,its usefulness as a predictive tool is highly controversial
knmi,52,Verhoogde erosie door veranderingen in golfrichting.,Ecologisch,a change in wave direction by several tens of degrees could lead to a similar increase in dune-erosion volumes
knmi,52,Verlies van habitat door versnelde zeespiegelstijging en kusterosie.,Ecologisch,direct loss of habitat due to accelerated SLR and coastal erosion
